organization,service_type,address,city,state,country,postcode,latitude,longitude,public_telephone
Chemist Warehouse - Majura Park,Pharmacy service,"Majura Park Shopping Centre,Shop 4-6,18-26 Spitfire Avenue",CANBERRA AIRPORT,ACT,AUS,2609,-35.29899978637695,149.19000244140625,
Beaches Family Practice - Trinity Beach,General practice service,1 Rabaul Street,TRINITY BEACH,QLD,AUS,4879,-16.790496826171875,145.69186401367188,
Cootamundra Community Health Service Speech Pathology Service,Speech and language therapy service,"HealthOne,118-132 MACKAY STREET",COOTAMUNDRA,NSW,AUS,2590,-34.63531862,148.01396814,
Optimal Pharmacy Plus South Lake,Pharmacy service,"Lakes Shopping Centre,Shop 16,620 North Lake Road",SOUTH LAKE,WA,AUS,6164,-32.10675,115.82776,
MetroWest Physiotherapy - Toowong,Physiotherapy service,"Level 1,31 Sherwood Road",TOOWONG,QLD,AUS,4066,-27.485107421875,152.99179077148438,
Medchoice,General practice service,3 Hanson Road,WOODVILLE NORTH,SA,AUS,5012,-34.8740234375,138.54808044433594,
Foot & Ankle Rehabilitation Australia - East Melbourne,Physiotherapy service,"Melbourne Orthopaedic Surgeons,170 Gipps Street",EAST MELBOURNE,VIC,AUS,3002,-37.812740325927734,144.98388671875,
Complete Speech Pathology - Cheltenham,Speech and language therapy service,1253 Nepean Highway,CHELTENHAM,VIC,AUS,3192,-37.96101760864258,145.05519104003906,
Kaniva Medical Centre,General practice service,9 Farmers Street,KANIVA,VIC,AUS,3419,-36.381475,141.245742,
Health and Logistics Australia,Mental health service,"Suite 2,88 John Street",SINGLETON,NSW,AUS,2330,-32.56609,151.16582,
Bundaberg Hospital - Child Speech Pathology Services,Speech and language therapy service,273 BOURBONG STREET,BUNDABERG,QLD,AUS,4670,-24.8690128326416,152.334045410156,
Carcoar Family Medical Practice,General practice service,2 Belubula Street,CARCOAR,NSW,AUS,2791,-33.611166,149.139875,
Maroubra Road Physiotherapy,Physiotherapy service,"Shop 4,16 Maroubra Road",MAROUBRA,NSW,AUS,2035,-33.93996810913086,151.22970581054688,
Morgan Centre Pharmacy,Pharmacy service,"Morgan Internet Centre,10 Fourth Street",MORGAN,SA,AUS,5320,-34.03335189819336,139.66844177246094,
Awabakal Community Clinic Maitland,General practice service,"Unit 1,1A Johnson Street",MAITLAND,NSW,AUS,2320,-32.724384,151.5409364,
The Viewpoint Psychology,Clinical psychology service,1A BOORAN ROAD,CAULFIELD,VIC,AUS,3162,-37.88194537,145.03472489,
Dr Witkowski Practice,General practice service,30 Campbell Street,BERALA,NSW,AUS,2141,-33.87236022949219,151.03262329101562,
Inglewood Multipurpose Health Service - Occupational Therapy Services,Occupational therapy service,Cunningham Highway,INGLEWOOD,QLD,AUS,4387,-28.424198150634766,151.04222106933594,
Kooyong Medical Centre,General practice service,102 Kooyong Road,RIVERVALE,WA,AUS,6103,-31.962308883666992,115.9140625,
Mungindi Hospital - Speech Therapy Clinic,Speech and language therapy service,Barwon Street,MUNGINDI,NSW,AUS,2406,-28.977855682373047,148.99468994140625,
Chemist Warehouse - Riverside,Pharmacy service,"Riverside Plaza,Shop 14,8025 Goulburn Valley Highway",KIALLA,VIC,AUS,3631,-36.40792465209961,145.39169311523438,
Lifeway Physiotherapy - Rowville,Physiotherapy service,95 Liberty Avenue,ROWVILLE,VIC,AUS,3178,-37.9334831237793,145.24156188964844,
Forbes Community Health Centre Speech Pathology Service At Condobolin,Speech and language therapy service,"Railway Cottage,1 Madline Street",CONDOBOLIN,NSW,AUS,2877,-33.082733154296875,147.15213012695312,
GP Family Medical- Dr David Knox and Dr John Lawson,General practice service,"Green Point Shopping Centre,Shop 14,2 Link Road",GREEN POINT,NSW,AUS,2251,-33.447174072265625,151.37191772460938,
healthSAVE Little Tree Pharmacy Earlwood,Pharmacy service,257 Homer Street,EARLWOOD,NSW,AUS,2206,-33.92647171020508,151.1288299560547,
Carolyn Hartevelt Psychologist,Psychology service,"Suite 63,15 Terminus Street",CASTLE HILL,NSW,AUS,2154,-33.734230041503906,151.00596618652344,
Seacombe Medical Centre,General practice service,44 Miller Street,SEACOMBE GARDENS,SA,AUS,5047,-35.02294921875,138.5500030517578,
Nashed Medical Centre (NMC),General practice service,"Memorial Medical Centre,19 MEMORIAL AVENUE",MERRYLANDS,NSW,AUS,2160,-33.83763326,150.98854594,
Judy Collins - Enhanced Health,Exercise physiology service,"Balanced Health Club Nelson Bay,1 Shoal Bay Road",NELSON BAY,NSW,AUS,2315,-32.72028732299805,152.17877197265625,
Progressive Sports and Spinal Physiotherapy,Physiotherapy service,"Unit 4,29 York Road",JAMISONTOWN,NSW,AUS,2750,-33.764058,150.688449,
Belmont Bulk Billing Clinic,General practice service,141 High Street,BELMONT,VIC,AUS,3216,-38.173309326171875,144.34498596191406,
Doctors @ Browns Plains,General practice service,"Westpoint Shopping Centre,Shop 5,8-24 Browns Plains Road",BROWNS PLAINS,QLD,AUS,4118,-27.659910202026367,153.03953552246094,
Hello Health Family Practice,General practice service,30 Newcastle Road,WALLSEND,NSW,AUS,2287,-32.90251541137695,151.6752166748047,
Northern Life Psychology Services - Mareeba,Psychology service,Confidential Address,MAREEBA,QLD,AUS,4880,-16.9973535706448,145.422975071315,
Quality Pharmacy - Keilor Downs,Pharmacy service,"Keilor Downs Plaza,Shop 23,80 Taylors Road",KEILOR DOWNS,VIC,AUS,3038,-37.726993560791016,144.80731201171875,
Perfect Medical Care,General practice service,36 BLACKWALL ROAD,WOY WOY,NSW,AUS,2256,-33.4855292944868,151.324742976534,
Neurological Council WA - Bunbury,Neurology service,"Shop 16C,42 Strickland Street",BUNBURY,WA,AUS,6230,-33.33414056,115.64653734,
Soulsby & Struth Pharmacy,Pharmacy service,103 Liebig Street,WARRNAMBOOL,VIC,AUS,3280,-38.38387680053711,142.48309326171875,
Chemist Warehouse Bay Park Plaza,Pharmacy service,"Bay Park Plaza,Shop 5,4 Bay Street",PORT MACQUARIE,NSW,AUS,2444,-31.428104400634766,152.89608764648438,
Gymworks Occupational Therapy - Naomi Liddelow,Occupational therapy service,1-100 Walters Drive,OSBORNE PARK,WA,AUS,6017,-31.91628646850586,115.81846618652344,
Tom Traae Consulting,Clinical psychology service,"Unit 1,59 Argyle St",CAMDEN,NSW,AUS,2570,-34.053583,150.697122,
Tony Ciriello Nerang Day & Night Chemist,Pharmacy service,43 Station Street,NERANG,QLD,AUS,4211,-27.99518585205078,153.33926391601562,
Julie Mountford - Speech Pathology - Springwood,Speech and language therapy service,"Springwood Professional Centre,14 Dennis Road",SPRINGWOOD,QLD,AUS,4127,-27.620441436767578,153.12889099121094,
Lake Boga Pharmacy,Pharmacy service,3A Marraboor Street,LAKE BOGA,VIC,AUS,3584,-35.461029052734375,143.63043212890625,
Weipa Integrated Health Service - Mental Health,Mental health service,John Evans Drive,WEIPA,QLD,AUS,4874,-12.676513671875,141.9138641357422,
Applied Communication Skills,Speech and language therapy service,12 North Terrace,CLIFTON HILL,VIC,AUS,3068,-37.78971481323242,144.9929962158203,
Mercy Care Young Health Service Occupational Therapy Clinic,Occupational therapy service,"Mercy Care Centre,69 Demondrille Street",YOUNG,NSW,AUS,2594,-34.321197509765625,148.28880310058594,
Housing and Accommodation Support Initiative Ulladulla,Mental health service,107 - 109 Princes Hwy,ULLADULLA,NSW,AUS,2539,-35.358769,150.473782,
Coburg Specialist Centre,Clinical psychology service,9 Station Street,COBURG,VIC,AUS,3058,-37.754154,144.961161,
Bluesky Medical,General practice service,7 Vidler  Avenue,WOY WOY,NSW,AUS,2256,-33.4947063,151.3196069,
TerryWhite Chemmart Playford,Pharmacy service,297 Peachey Road,MUNNO PARA,SA,AUS,5115,-34.6703682,138.67918033,
Fitwise Physiotherapy Pty Ltd,Physiotherapy service,"Level 5,126 WELLINGTON PARADE",EAST MELBOURNE,VIC,AUS,3002,-37.8160537,144.98606432,
Alpha Medical Centre - Wodonga,General practice service,21 Middleton Crescent,WODONGA,VIC,AUS,3690,-36.13892364501953,146.8907012939453,
CustomMed Compounding Pharmacy,Pharmacy service,135-139 Belmore Road,RANDWICK,NSW,AUS,2031,-33.91630446,151.24109936,
Target Physio - Kenmore,Physiotherapy service,"SHOP 3,2069 MOGGILL ROAD",KENMORE,QLD,AUS,4069,-27.50845224,152.93817426,
Doctors of South Melbourne,General practice service,145 Cecil Street,SOUTH MELBOURNE,VIC,AUS,3205,-37.83300018310547,144.9580535888672,
New Horizons - Moonee St,Mental health service,47 Moonee Street,COFFS HARBOUR,NSW,AUS,2450,-30.29538917541504,153.11341857910156,
Be Here Now Psychology,Psychology service,"Level 1 Suite 3,528 Compton Road",SUNNYBANK HILLS,QLD,AUS,4109,-27.611572265625,153.06314086914062,
Priceline Pharmacy Lakelands,Pharmacy service,"Lakelands S/c Lakelands Shopping Centre,Shop 17,49 Banksiadale Gate",LAKELANDS,WA,AUS,6180,-32.47079071,115.75986009,
Speech by Forster beach,Speech and language therapy service,Confidential Address,FORSTER,NSW,AUS,2428,-32.2143558,152.5114296,
SportsPhysioSA - Novar Gardens,Physiotherapy service,"2,122 Morphett Road",NOVAR GARDENS,SA,AUS,5040,-34.96634292602539,138.53656005859375,
OccHealth by Altius - Sydney,Exercise physiology service,"Level 3,507-509 Kent Street",SYDNEY,NSW,AUS,2000,-33.8738899230957,151.20497131347656,
NAPHL - Mackay,Psychology service,"Suncorp Building,Level 2,123 Victoria Street",MACKAY,QLD,AUS,4740,-21.141233444213867,149.18402099609375,
Macintosh Medical,General practice service,97-99 MacIntosh Street,FORSTER,NSW,AUS,2428,-32.19124984741211,152.51461791992188,
First Peoples' Health and Wellbeing Frankston,General practice service,7A Station Street,FRANKSTON,VIC,AUS,3199,-38.143,145.124708,
TLC Pharmacy Taperoo,Pharmacy service,"Shop 1,700 Military Road",TAPEROO,SA,AUS,5017,-34.803794860839844,138.4969024658203,
Live Better Psychology - Woollahra,Clinical psychology service,"Unit 1,46 Queen Street",WOOLLAHRA,NSW,AUS,2025,-37.78666,151.23457,
Counselling South,Psychology service,"Unit 19,17 Ogilvie Road",MOUNT PLEASANT,WA,AUS,6153,-32.014007568359375,115.84809112548828,
Chemist Warehouse - Fortitude Valley,Pharmacy service,"Emporium Centre,Shop 43-46,1000 Ann Street",FORTITUDE VALLEY,QLD,AUS,4006,-27.453556060791016,153.03948974609375,
Pennant Hills Family Medical Practice,General practice service,20 Hillcrest Road,PENNANT HILLS,NSW,AUS,2120,-33.73719787597656,151.06968688964844,
Amicus Counselling and Clinical Psychological Service - Sydney,Psychology service,"Level 7 Suite 701,105 Pitt Street",SYDNEY,NSW,AUS,2000,-33.865970611572266,151.20828247070312,
Bremer Specialist Medical Centre,Psychology service,32 South Station Road,BOOVAL,QLD,AUS,4304,-27.612075805664062,152.7895050048828,
Little Stepping Stones Allied Health Centre,Speech and language therapy service,"Little Stepping Stones Allied Health Centre,285 Burwood Hwy",BURWOOD EAST,VIC,AUS,3151,-37.853252,145.159065,
Cincotta Discount Chemist Merrylands No 2,Pharmacy service,"Stockland Mall,SHOP 1050,Mcfarlane Street",MERRYLANDS,NSW,AUS,2160,-33.83533012,150.98920338,
Lmpsychology,Psychology service,400 Marrickville Road,MARRICKVILLE,NSW,AUS,2204,-33.90864562988281,151.15133666992188,
Amcal Pharmacy - Inglewood,Pharmacy service,"Inglewood Shopping Centre,Shop 1-2,83-91 Salisbury Street",INGLEWOOD,WA,AUS,6052,-31.916515350341797,115.89041137695312,
Klint Neuro,Physiotherapy service,101 SPRINGVALE ROAD,GLEN WAVERLEY,VIC,AUS,3150,-37.86632829,145.16787537,
The Medical Practice Cherrybrook,General practice service,206 Purchase Road,CHERRYBROOK,NSW,AUS,2126,-33.709774017333984,151.05181884765625,
Innovation Health Medical Centre,General practice service,38 Herbert Street,DANDENONG,VIC,AUS,3175,-37.98102,145.21341,
Chemist Warehouse Sydney Olympic Park,Pharmacy service,11 MURRAY ROSE AVENUE,SYDNEY OLYMPIC PARK,NSW,AUS,2127,-33.8460277,151.06944456,
Nathalia Pharmacy,Pharmacy service,"Nathalia Pharmacychemist,10 Blake Street",NATHALIA,VIC,AUS,3638,-36.0576057434082,145.2031707763672,
Positive Moves Wellbeing,Psychology service,Confidential Address,BRIGHTON EAST,VIC,AUS,3187,-37.9165,145.0194,
Katherine Hospital - Rehabilitation Clinic,Physical and rehabilitation medicine service,Giles Street,KATHERINE,NT,AUS,0850,-14.439183235168457,132.27212524414062,
Maidstone Family Clinic,General practice service,191 Ballarat Road,MAIDSTONE,VIC,AUS,3012,-37.782875061035156,144.86843872070312,
Souths Juniors Medical Centre,General practice service,"Inside The Juniors Club,558a Anzac Parade",KINGSFORD,NSW,AUS,2032,-33.92557144165039,151.23085021972656,
The Health Hub at Eaton Fair,General practice service,"Eaton Fair Shopping Centre,Shop T82,2 Recreation Drive",EATON,WA,AUS,6232,-33.3187141418457,115.71661376953125,
LiveLife Pharmacy Mossman,Pharmacy service,"Town and Country Shopping Centre,Shop 4,63 Front Street",MOSSMAN,QLD,AUS,4873,-16.465152740478516,145.37237548828125,
Dr Matthew Yoong General Practitioner,General practice service,"Royal Albert Apartments Building,Level 1,167 Albert Street",BRISBANE CITY,QLD,AUS,4000,-27.470388412475586,153.0264129638672,
Deniliquin Community Health Service Dietetics Service,Dietetics service,"Staff Quarters,411 Charlotte Street",DENILIQUIN,NSW,AUS,2710,-35.524436950683594,144.96298217773438,
John McMahon,Neurosurgical service,"Cabrini Hospital,Suite 53,183 Wattletree Road",MALVERN,VIC,AUS,3144,-37.86167526245117,145.0334930419922,
Cygnet Family Practice,General practice service,5 Thorp,CYGNET,TAS,AUS,7112,-43.1625913,147.080923,
Dr John Gurr - Hillcrest,Psychology service,"Hampstead Health Family Medical Centre,237 Hampstead Road",LIGHTSVIEW,SA,AUS,5085,-34.859981536865234,138.61866760253906,
PharmaSave Newtown Pharmacy,Pharmacy service,114 King Street,NEWTOWN,NSW,AUS,2042,-33.89310096994736,151.18489602585424,
Harrington Beach Pharmacy,Pharmacy service,"Unit 1,11 Beach Street",HARRINGTON,NSW,AUS,2427,-31.8715763092041,152.6886444091797,
Turramurra Sports & Spinal Physiotherapy,Physiotherapy service,"Suite 9,14 Eastern Road",TURRAMURRA,NSW,AUS,2074,-33.731258392333984,151.12850952148438,
Dajarra - Outreach Occupational Therapy,Occupational therapy service,12 Matheson Street,DAJARRA,QLD,AUS,4825,-21.694490432739258,139.51451110839844,
Sakura Family Clinic,General practice service,"Level 11,116 ADELAIDE STREET",BRISBANE CITY,QLD,AUS,4000,-27.468055,153.02503506,
Livelife Pharmacy Tully,Pharmacy service,8 Butler Street,TULLY,QLD,AUS,4854,-17.933652877807617,145.92381286621094,
Heart Failure And Chronic Disease,Chronic disease management service,"Level 4,Raymond Terrace",SOUTH BRISBANE,QLD,AUS,4101,-27.484813690185547,153.0267333984375,
Oak Park Medical Centre,General practice service,109 Snell Grove,OAK PARK,VIC,AUS,3046,-37.718162536621094,144.9221649169922,
South Melbourne Psychology,Psychology service,140 Albert Road,SOUTH MELBOURNE,VIC,AUS,3205,-37.83604431152344,144.969482421875,
Forster Friendlies Pharmacy,Pharmacy service,"Fairways Shopping Centre,Shop 4,21 Boundary Street",FORSTER,NSW,AUS,2428,-32.18671417236328,152.52774047851562,
Family Medical Practice - Arncliffe,General practice service,63 Forest Road,ARNCLIFFE,NSW,AUS,2205,-33.93910217285156,151.1439666748047,
Helen Costello Palmyra Clinical Psychology,Psychology service,"Palmyra Clinical Psychology,Suite 4,25 Foss Street",PALMYRA,WA,AUS,6157,-32.036685943603516,115.78553009033203,
Melbourne City Medical Centre,General practice service,68 Lonsdale Street,MELBOURNE,VIC,AUS,3000,-37.809696197509766,144.97024536132812,
Ochre Medical Centre Brewarrina,General practice service,4 Sandon Street,BREWARRINA,NSW,AUS,2839,-29.961218258144356,146.85691213316852,
Range of Motion,Exercise physiology service,"Unit 5,34 Sundercombe St",OSBORNE PARK,WA,AUS,6017,-31.902929,115.814731,
Optimum Intake Dietitians - Tumbi Umbi ,Dietetics service,"Kidspoint,Unit 3,14 MINGARA DRIVE",TUMBI UMBI,NSW,AUS,2261,-33.36304861,151.44034561,
Crestmead Medical Centre,General practice service,"Kensington Fair Shopping Centre,Shop 4,13-17 Julie Street",CRESTMEAD,QLD,AUS,4132,-27.696210861206055,153.08258056640625,
Family Health Clinic Malvern,General practice service,76 GLENFERRIE ROAD,MALVERN,VIC,AUS,3144,-37.8628188,145.02858506,
King Street Medical Clinic,General practice service,3 King Street,WARRNAMBOOL,VIC,AUS,3280,-38.3757,142.48077,
Hands On Health Care Clinic,Exercise physiology service,"UNIT 1A,226 CONDAMINE STREET",MANLY VALE,NSW,AUS,2093,-33.78606549,151.26721097,
Ascent Speech Pathology,Speech and language therapy service,"Robina Community Centre,196 Robina Town Centre Drive",ROBINA,QLD,AUS,4226,-28.076635155366827,153.38196872386337,
Jacqueline Landre,Psychology service,"Karrinyup Health Professionals,461 SCARBOROUGH BEACH ROAD",OSBORNE PARK,WA,AUS,6017,-31.90619,115.80843,
Bethania Pharmacy,Pharmacy service,"Shop 2,78 Station Road",BETHANIA,QLD,AUS,4205,-27.687477111816406,153.15707397460938,
Motus Physiotherapy,Physiotherapy service,"Shop 13B,394 - 400 Fifteenth Ave",AUSTRAL,NSW,AUS,2179,-33.919485,150.814222,
Fox Valley Medical & Dental Centre,General practice service,"Sydney Adventist Hospital,187 Fox Valley Road",WAHROONGA,NSW,AUS,2076,-33.73284149169922,151.09866333007812,
Hearing Impaired Children's Therapies Inc,Speech and language therapy service,"Yeronga State School Campus,122 Park Road",YERONGA,QLD,AUS,4104,-27.519245147705078,153.01953125,
Gilles Plains Medical Centre,General practice service,"SHOP 33,575 NORTH EAST ROAD",GILLES PLAINS,SA,AUS,5086,-34.85574149,138.65510467,
Pharmacy + Co Launceston,Pharmacy service,68A Brisbane Street,LAUNCESTON,TAS,AUS,7250,-41.436371,147.140076,
Open Door Health,General practice service,40 STURT STREET,MOUNT GAMBIER,SA,AUS,5290,-37.83225731,140.78414698,
Bankstown Hospital Medical Centre Pharmacy,Pharmacy service,"Bankstown Lidcombe Hsptl,68 Eldridge Road",BANKSTOWN,NSW,AUS,2200,-33.93312478,151.02084277,
Racquel Faram,Psychology service,"Suite 1,32 May Lane",NEUTRAL BAY,NSW,AUS,2089,-33.8318442073978,151.222075822081,
Back In Motion Seville Grove,Physiotherapy service,"Champion Drive Shopping Centre,82 Champion Drive",SEVILLE GROVE,WA,AUS,6112,-32.1313076,116.0013521,
Harmony Compounding Pharmacy,Pharmacy service,"Shop 6A,2 MONTAGUE ROAD",POORAKA,SA,AUS,5095,-34.82463868,138.62067982,
Australian GP Group Warilla,General practice service,"Shop 3a,43-57 Shellharbour Road",WARILLA,NSW,AUS,2528,-34.546821,150.862981,
Holdsworth House Medical Practice,General practice service,"Level 3,26 College Street",SYDNEY,NSW,AUS,2000,-33.876060485839844,151.21226501464844,
Victoria Road Family Practice,General practice service,182 Victoria Road,BELLEVUE HILL,NSW,AUS,2023,-33.8859748840332,151.25909423828125,
 Ashley Anjou Psychology,Psychology service,"Suite 612,370 St Kilda Road",MELBOURNE,VIC,AUS,3004,-37.83176836,144.97056834,
Brook Medical Centre,General practice service,64 Brook Street,MUSWELLBROOK,NSW,AUS,2333,-32.263126373291016,150.89022827148438,
Centre for Treatment of Anxiety and Depression (CTAD),Psychology service,30 Anderson Street,THEBARTON,SA,AUS,5031,-34.911888122558594,138.57379150390625,
Perth City Psychology,Psychology service,"Trinity Arcade,Level 2 Suite 37,671 Hay Street",PERTH,WA,AUS,6000,-31.954442977905273,115.85823822021484,
Anthea Karseboom,Occupational therapy service,24 Waterhouse Avenue,ST IVES,NSW,AUS,2075,-33.74139404296875,151.17221069335938,
Family Planning - Launceston,General practice service,93 PATERSON STREET,EAST LAUNCESTON,TAS,AUS,7250,-41.43863979,147.1344139,
